거래ID,거래일자,사원번호,사원명,지역,팀,상품명,금액,상태
TXN-2025301-2664,2025-10-28,EMP1012,조태영,경기,경기1팀,5G 요금제,65140,구매확정
TXN-2025046-4221,2025-02-15,EMP1016,이상현,경기,경기2팀,5G 요금제,78354,취소
TXN-2025031-6034,2025-01-31,EMP1019,오현우,경기,경기2팀,5G 요금제,60763,구매확정
TXN-2025185-9995,2025-07-04,EMP1020,이서연,부산,부산1팀,AI 비서 구독,15139,접수
TXN-2025167-5973,2025-06-16,EMP1008,윤상현,서울,서울3팀,IoT 패키지,22043,구매확정
TXN-2025137-6590,2025-05-17,EMP1010,신태영,경기,경기1팀,5G 요금제,60376,환불
TXN-2025356-7265,2025-12-22,EMP1025,오나연,부산,부산2팀,AI 비서 구독,10182,접수
TXN-2025068-3622,2025-03-09,EMP1017,최동현,경기,경기2팀,인터넷 결합,37046,구매확정
TXN-2025043-9179,2025-02-12,EMP1023,장상현,부산,부산2팀,AI 비서 구독,16142,개통완료
TXN-2025324-5439,2025-11-20,EMP1032,이태영,대전,대전1팀,IoT 패키지,15659,구매확정
TXN-2025325-6762,2025-11-21,EMP1032,이태영,대전,대전1팀,인터넷 결합,51063,구매확정
TXN-2025331-8590,2025-11-27,EMP1018,박하은,경기,경기2팀,IoT 패키지,42331,구매확정
TXN-2025313-6728,2025-11-09,EMP1006,조서연,서울,서울2팀,IPTV 프리미엄,16464,환불
TXN-2025076-9454,2025-03-17,EMP1026,조준혁,부산,부산2팀,5G 요금제,57878,구매확정
TXN-2025215-6875,2025-08-03,EMP1020,이서연,부산,부산1팀,클라우드 서버,1887459,환불
TXN-2025132-2366,2025-05-12,EMP1033,서준혁,대전,대전1팀,AI 비서 구독,15314,환불
TXN-2025169-6806,2025-06-18,EMP1028,윤미래,부산,부산2팀,인터넷 결합,51312,개통완료
TXN-2025218-4893,2025-08-06,EMP1005,김성호,서울,서울2팀,인터넷 결합,34719,구매확정
TXN-2025046-2600,2025-02-15,EMP1013,최성호,경기,경기1팀,IoT 패키지,28313,개통완료
TXN-2026021-1252,2026-01-21,EMP1014,최나연,경기,경기2팀,IOT 패키지,17946,접수
TXN-2026027-6286,2026-01-27,EMP1016,이상현,경기,경기2팀,IOT 패키지,30187,접수
TXN-2025025-6925,2025-01-25,EMP1015,오준혁,경기,경기2팀,IPTV 프리미엄,22843,반려
TXN-2025029-6429,2025-01-29,EMP1015,오준혁,경기,경기2팀,인터넷 결합,45905,취소
TXN-2026053-9662,2026-02-22,EMP1027,박미래,부산,부산2팀,IPTV 프리미엄,19890,구매확정
TXN-2025040-1883,2025-04-06,EMP1034,박현우,대전,대전1팀,인터넷 결합,33052,구매확정
TXN-2025224-9355,2025-08-12,EMP1033,서준혁,대전,대전1팀,IPTV 프리미엄,24765,취소
TXN-2025010-7540,2025-01-10,EMP1018,박하은,경기,경기2팀,IPTV 프리미엄,22169,구매확정
TXN-2025172-3401,2025-06-21,EMP1006,조서연,서울,서울2팀,인터넷 결합,39575,개통완료
TXN-2025308-3599,2025-11-04,EMP1033,서준혁,대전,대전1팀,AI 비서 구독,14398,개통완료
TXN-2025326-5769,2025-11-22,EMP1034,박현우,대전,대전1팀,클라우드 서버,528183,구매확정
TXN-2025316-9077,2025-11-12,EMP1028,윤미래,부산,부산2팀,IPTV 프리미엄,23789,구매확정
TXN-2025224-6090,2025-08-12,EMP1008,윤상현,서울,서울3팀,IoT 패키지,44693,구매확정
TXN-2025106-6750,2025-04-16,EMP1033,서준혁,대전,대전1팀,인터넷결합,45976,취소
TXN-2025334-3543,2025-11-30,EMP1012,조태영,경기,경기1팀,IPTV Premium,32742,구매확정
TXN-2025211-1799,2025-07-30,EMP1037,정준혁,광주,광주1팀,AI 비서 구독,14062,검토완료
TXN-2025018-5498,2025-01-18,EMP1001,김준혁,서울,서울1팀,Internet 결합,"""51,138""",취소
TXN-2025192-9634,2025-07-11,EMP1026,조준혁,부산,부산2팀,클라우드 서버,1219153,구매확정
TXN-2025126-3527,2025-05-06,EMP1026,조준혁,부산,부산2팀,5G 요금제,83666,구매확정
TXN-2025071-9122,2025-03-12,EMP1009,장민수,서울,서울3팀,5G 요금제,68514,검토완료
TXN-2025307-3509,2025-11-03,EMP1034,박현우,대전,대전1팀,IPTV 프리미엄,20031,구매확정
TXN-2025183-6258,2025-07-02,EMP1014,최나연,경기,경기2팀,IoT 패키지,11285,개통완료
TXN-2025082-7328,2025-03-23,EMP1012,조태영,경기,경기1팀,클라우드 서버,1473684,개통완료
TXN-2025229-1366,2025-08-17,EMP1031,이서연,대전,대전1팀,IPTV프리미엄,31543,개통완료
TXN-2025142-5897,2025-05-22,EMP1007,조유진,서울,서울3팀,IPTV 프리미엄,20413,검토완료
TXN-2025267-5006,2025-09-24,EMP1034,박현우,대전,대전1팀,AI 비서 구독,19244,구매확정
TXN-2025019-8887,2025-01-19,EMP1002,윤서연,서울,서울1팀,IPTV 프리미엄,23628,접수
TXN-2025222-9798,2025-08-10,EMP1031,이서연,대전,대전1팀,AI 비서 구독,,취소
TXN-2025299-5352,2025-10-26,EMP1004,신지은,서울,서울2팀,클라우드 서버,1655284,반려
TXN-2025064-1834,2025-03-05,EMP1004,신지은,서울,서울2팀,5g 요금제,71532,취소
TXN-2025340-2175,2025-12-06,EMP1017,최동현,경기,경기2팀,AI 비서 구독,12087,환불
TXN-2025054-4657,2025-02-23,EMP1022,윤수진,부산,부산1팀,IPTV 프리미엄,30984,구매확정
TXN-2025318-6145,2025-11-14,EMP1010,신태영,경기,경기1팀,인터넷 결합,50576,구매확정
TXN-2025299-6636,2025-10-26,EMP1032,이태영,대전,대전1팀,AI 비서 구독,17892,개통완료
TXN-2025272-5300,2025-09-29,EMP1008,윤상현,서울,서울3팀,인터넷 결합,40809,접수
TXN-2025154-1298,2025-06-03,EMP1030,윤태영,대전,대전1팀,5G 요금제,84136,구매확정
TXN-2026004-5023,2026-01-04,EMP1019,오현우,경기,경기2팀,5G 요금제,75928,환불
TXN-2025191-7593,2025-07-10,EMP1003,정수진,서울,서울1팀,5G 요금제,67514,구매확정
TXN-2025016-1644,2025-01-16,EMP1007,조유진,서울,서울3팀,클라우드 서버,1003665,취소
TXN-2025359-3917,2025-12-25,EMP1034,박현우,대전,대전1팀,IPTV 프리미엄,18206,접수
TXN-2026035-4872,2026-02-04,EMP1036,서상현,광주,광주1팀,IoT 패키지,36332,구매확정
TXN-2025189-6833,2025-07-08,EMP1034,박현우,대전,대전1팀,IoT 패키지,42050,구매확정
TXN-2025110-4776,2025-04-20,EMP1023,장상현,부산,부산2팀,5G 요금제,55478,구매확정
TXN-2025253-6075,2025-09-10,EMP1015,오준혁,경기,경기2팀,클라우드 서버,1610066,구매확정
TXN-2026029-2024,2026-01-29,EMP1018,박하은,경기,경기2팀,IoT 패키지,22846,취소
TXN-2025234-4740,2025-08-22,EMP1024,오미래,부산,부산2팀,AI 비서 구독,15876,구매확정
TXN-2025176-3973,2025-06-25,EMP1027,박미래,부산,부산2팀,인터넷 결합,48429,환불
TXN-2025260-9570,2025-09-17,EMP1025,오나연,부산,부산2팀,클라우드 서버,417445,구매확정
TXN-2025039-5322,2025-02-08,EMP1011,장영철,경기,경기1팀,IPTV 프리미엄,27373,구매확정
TXN-2025076-6458,2025-03-17,EMP1020,이서연,부산,부산1팀,클라우드 서버,1791275,환불
TXN-2025359-4518,2025-12-25,EMP1012,조태영,경기,경기1팀,IPTV 프리미엄,25388,환불
TXN-2025273-6613,2025-09-30,EMP1006,조서연,서울,서울2팀,인터넷 결합,47750,환불
TXN-2026058-9845,2026-02-27,EMP1007,조유진,서울,서울3팀,AI 비서 구독,17183,접수
TXN-2025144-9137,2025-05-24,EMP1006,조서연,서울,서울2팀,IPTV 프리미엄,19409,환불
TXN-2025166-5373,2025-06-15,EMP1004,신지은,서울,서울2팀,,66074,환불
TXN-2025001-9325,2025-01-01,EMP1031,이서연,대전,대전1팀,클라우드 서버,1182962,구매확정
TXN-2025248-8135,2025-09-05,EMP1007,조유진,서울,서울3팀,IoT 패키지,40476,접수
TXN-2025353-2076,2025-12-19,EMP1027,박미래,부산,부산2팀,인터넷 결합,49350,구매확정
TXN-2025337-5911,2025-12-03,EMP1007,조유진,서울,서울3팀,IoT 패키지,47637,구매확정
TXN-2025336-6382,2025-12-02,EMP1026,조준혁,부산,부산2팀,IPTV 프리미엄,30311,개통완료
TXN-2025351-4779,2025-12-17,EMP1039,장유진,광주,광주1팀,AI Assistant,"""19,224""",개통완료
TXN-2025153-3141,2025-06-02,EMP1022,윤수진,부산,부산1팀,AI 비서 구독,19667,구매확정
TXN-2025294-2635,2025-10-21,EMP1013,최성호,경기,경기1팀,,498218,개통완료
TXN-2025142-3869,2025-05-22,EMP1008,윤상현,서울,서울3팀,IPTV 프리미엄,17194,검토완료
TXN-2025088-7578,2025-03-29,EMP1001,김준혁,서울,서울1팀,Internet 결합,51723,접수
TXN-2025142-9427,2025-05-22,EMP1001,김준혁,서울,서울1팀,인터넷 결합,52774,접수
TXN-2025153-4147,2025-06-02,EMP1006,조서연,서울,서울2팀,5G 요금제,84401,취소
TXN-2025130-7183,2025-05-10,EMP1037,정준혁,광주,광주1팀,인터넷 결합,44310,반려
TXN-2026027-2448,2026-01-27,EMP1010,신태영,경기,경기1팀,IoT 패키지,15687,구매확정
TXN-2025297-1195,2025-10-24,EMP1015,오준혁,경기,경기2팀,IPTV 프리미엄,29869,환불
TXN-2025017-6659,2025-01-17,EMP1027,박미래,부산,부산2팀,IoT 패키지,13734,구매확정
TXN-2025003-6406,2025-01-03,EMP1006,조서연,서울,서울2팀,클라우드 서버,1896913,검토완료
TXN-2025198-5241,2025-07-17,EMP1008,윤상현,서울,서울3팀,IoT 패키지,36457,반려
TXN-2025115-6081,2025-04-25,EMP1021,임성호,부산,부산1팀,AI 비서 구독,19519,개통완료
TXN-2025328-8740,2025-11-24,EMP1016,이상현,경기,경기2팀,5G 요금제,66602,취소
TXN-2026022-9189,2026-01-22,EMP1017,최동현,경기,경기2팀,IPTV프리미엄,24902,반려
TXN-2025225-4558,2025-08-13,EMP1008,윤상현,서울,서울3팀,IOT 패키지,"""35,363""",구매확정
TXN-2026035-6896,2026-02-04,EMP1038,정서연,광주,광주1팀,AI 비서 구독,17720,구매확정
TXN-2025243-7425,2025-08-31,EMP1020,이서연,부산,부산1팀,클라우드 서버,1612664,구매확정
TXN-2025078-3726,2025-03-19,EMP1025,오나연,부산,부산2팀,AI 비서 구독,14750,구매확정
TXN-2025006-9314,2025-01-06,EMP1017,최동현,경기,경기2팀,AI 비서 구독,15615,구매확정
TXN-2025094-7680,2025-04-04,EMP1005,김성호,서울,서울2팀,인터넷 결합,46427,개통완료
TXN-2025234-8193,2025-08-22,EMP1039,장유진,광주,광주1팀,IPTV 프리미엄,21721,반려
TXN-2025302-4010,2025-10-29,EMP1029,서준혁,대전,대전1팀,5G 요금제,60596,구매확정
TXN-2025306-7872,2025-11-02,EMP1012,조태영,경기,경기1팀,인터넷 결합,34064,환불
TXN-2025119-4155,2025-04-29,EMP1016,이상현,경기,경기2팀,5G 요금제,69134,환불
TXN-2026052-1451,2026-02-21,EMP1025,오나연,부산,부산2팀,,26946,검토완료
TXN-2025314-6632,2025-11-10,EMP1009,장민수,서울,서울3팀,인터넷 결합,50618,구매확정
TXN-2025176-4972,2025-06-25,EMP1031,이서연,대전,대전1팀,AI 비서 구독,10440,반려
TXN-2025173-5706,2025-06-22,EMP1035,조지민,광주,광주1팀,클라우드 서버,914379,구매확정
TXN-2026037-1160,2026-02-06,EMP1017,최동현,경기,경기2팀,,43191,개통완료
TXN-2025316-8657,2025-05-07,EMP1027,박미래,부산,부산2팀,IPTV 프리미엄,26965,구매확정
TXN-2025272-8317,2025-09-29,EMP1035,조지민,광주,광주1팀,Cloud 서버,288171,개통완료
TXN-2025247-1560,2025-09-04,EMP1006,조서연,서울,서울2팀,IoT 패키지,31366,환불
TXN-2025339-3158,2025-12-05,EMP1035,조지민,광주,광주1팀,클라우드 서버,1828933,환불
TXN-2025040-5122,2025-02-09,EMP1011,장영철,경기,경기1팀,IPTV 프리미엄,28392,취소
TXN-2025154-2881,2025-06-03,EMP1028,윤미래,부산,부산2팀,5G 요금제,66976,개통완료
TXN-2025022-3929,2025-01-22,EMP1034,박현우,대전,대전1팀,클라우드 서버,1636076,환불
TXN-2026021-1059,2026-01-21,EMP1006,조서연,서울,서울2팀,AI 비서 구독,15812,환불
TXN-2025071-2116,2025-03-12,EMP1004,신지은,서울,서울2팀,IPTV 프리미엄,19312,구매확정
TXN-2025208-8328,2025-07-27,EMP1017,최동현,경기,경기2팀,IPTV프리미엄,22530,구매확정
TXN-2026012-9894,2026-01-12,EMP1013,최성호,경기,경기1팀,Internet 결합,49635,구매확정
TXN-2025363-1171,2025-12-29,EMP1028,윤미래,부산,부산2팀,5G 요금제,72014,환불
TXN-2025138-9708,2025-05-18,EMP1022,윤수진,부산,부산1팀,IoT 패키지,"""40,166""",구매확정
TXN-2026069-8919,2026-03-10,EMP1009,장민수,서울,서울3팀,5G 요금제,77963,구매확정
TXN-2026005-6780,2026-01-05,EMP1009,장민수,서울,서울3팀,,37895,구매확정
TXN-2025138-4239,2025-05-18,EMP1031,이서연,대전,대전1팀,IoT 패키지,20585,구매확정
TXN-2025166-3046,2025-06-15,EMP1005,김성호,서울,서울2팀,클라우드 서버,1882067,구매확정
TXN-2026039-8645,2026-02-08,EMP1022,윤수진,부산,부산1팀,클라우드 서버,432153,환불
TXN-2026059-4903,2026-02-28,EMP1038,정서연,광주,광주1팀,Cloud 서버,925251,개통완료
TXN-2025335-8697,2025-12-01,EMP1029,서준혁,대전,대전1팀,인터넷 결합,54160,취소
TXN-2025098-6008,2025-04-08,EMP1013,최성호,경기,경기1팀,AI 비서 구독,14885,개통완료
TXN-2025186-8807,2025-07-05,EMP1008,윤상현,서울,서울3팀,IPTV 프리미엄,25072,개통완료
TXN-2025293-1768,2025-10-20,EMP1015,오준혁,경기,경기2팀,IPTV 프리미엄,15614,구매확정
TXN-2025321-1500,2025-11-17,EMP1004,신지은,서울,서울2팀,IoT 패키지,49413,검토완료
TXN-2025086-7643,2025-03-27,EMP1025,오나연,부산,부산2팀,AI 비서 구독,12167,구매확정
TXN-2025307-4783,2025-11-03,EMP1004,신지은,서울,서울2팀,IoT 패키지,27591,검토완료
TXN-2025239-4960,2025-08-27,EMP1007,조유진,서울,서울3팀,에이아이 비서,12920,구매확정
TXN-2025169-7899,2025-06-18,EMP1037,정준혁,광주,광주1팀,5G 요금제,59310,구매확정
TXN-2025313-9642,2025-11-09,EMP1018,박하은,경기,경기2팀,클라우드 서버,543060,개통완료
TXN-2026026-6292,2026-01-26,EMP1027,박미래,부산,부산2팀,AI 비서 구독,17785,취소
TXN-2025011-3765,2025-01-11,EMP1011,장영철,경기,경기1팀,클라우드 서버,,개통완료
TXN-2026004-4322,2026-01-04,EMP1010,신태영,경기,경기1팀,IoT 패키지,"""47,660""",환불
TXN-2025035-6107,2025-02-04,EMP1020,이서연,부산,부산1팀,인터넷 결합,49019,접수
TXN-2026001-5655,2026-01-01,EMP1012,조태영,경기,경기1팀,AI 비서 구독,16462,개통완료
TXN-2025227-6958,2025-08-15,EMP1018,박하은,경기,경기2팀,IoT 패키지,22874,구매확정
TXN-2026073-4473,2026-03-14,EMP1038,정서연,광주,광주1팀,인터넷 결합,44362,개통완료
TXN-2026059-9371,2026-02-28,EMP1007,조유진,서울,서울3팀,인터넷 결합,48774,구매확정
TXN-2025093-4768,2025-04-03,EMP1028,윤미래,부산,부산2팀,iptv 프리미엄,19998,개통완료
TXN-2025098-8514,2025-04-08,EMP1011,장영철,경기,경기1팀,5G 요금제,"""77,730""",환불
TXN-2025168-2570,2025-06-17,EMP1002,윤서연,서울,서울1팀,클라우드 서버,966797,구매확정
TXN-2025137-1857,2025-05-17,EMP1018,박하은,경기,경기2팀,인터넷 결합상품,42802,구매확정
TXN-2026052-7099,2026-02-21,EMP1006,조서연,서울,서울2팀,인터넷 결합,49734,구매확정
TXN-2026068-5087,2026-03-09,EMP1023,장상현,부산,부산2팀,5G 요금제,69628,구매확정
TXN-2025316-8707,2025-11-12,EMP1008,윤상현,서울,서울3팀,IPTV 프리미엄,25291,환불
TXN-2025089-9436,2025-03-30,EMP1009,장민수,서울,서울3팀,IPTV 프리미엄,15571,구매확정
TXN-2025344-9789,2025-12-10,EMP1024,오미래,부산,부산2팀,,15076,반려
TXN-2025224-2198,2025-08-12,EMP1021,임성호,부산,부산1팀,5G 요금제,58587,개통완료
TXN-2025216-8297,2025-08-04,EMP1030,윤태영,대전,대전1팀,5G 요금제,69140,구매확정
TXN-2025304-1621,2025-10-31,EMP1007,조유진,서울,서울3팀,5g 요금제,82367,취소
TXN-2025263-9592,2025-09-20,EMP1033,서준혁,대전,대전1팀,iot 패키지,12507,환불
TXN-2025285-9568,2025-10-12,EMP1008,윤상현,서울,서울3팀,클라우드 서버,1192230,접수
TXN-2025216-1749,2025-08-04,EMP1023,장상현,부산,부산2팀,에이아이 비서,15373,접수
TXN-2025269-1561,2025-09-26,EMP1001,김준혁,서울,서울1팀,클라우드 서버,1698489,취소
TXN-2025343-5757,2025-12-09,EMP1029,서준혁,대전,대전1팀,인터넷 결합,48011,구매확정
TXN-2025365-1471,2025-12-31,EMP1035,조지민,광주,광주1팀,Internet 결합,52780,반려
TXN-2025191-2691,2025-07-10,EMP1017,최동현,경기,경기2팀,IPTV 프리미엄,32977,개통완료
TXN-2025019-8123,2025-01-19,EMP1025,오나연,부산,부산2팀,IoT 패키지,37384,구매확정
TXN-2025044-7962,2025-02-13,EMP1020,이서연,부산,부산1팀,IPTV 프리미엄,26504,취소
TXN-2026020-2464,2026-01-20,EMP1033,서준혁,대전,대전1팀,5G 요금제,83763,환불
TXN-2026063-6670,2026-03-04,EMP1028,윤미래,부산,부산2팀,IPTV 프리미엄,22009,개통완료
TXN-2025103-2628,2025-04-13,EMP1025,오나연,부산,부산2팀,클라우드 서버,1208795,취소
TXN-2025247-3518,2025-09-04,EMP1001,김준혁,서울,서울1팀,5G요금제,64076,환불
TXN-2025176-5846,2025-06-25,EMP1038,정서연,광주,광주1팀,5G 요금제,57390,개통완료
TXN-2025206-8507,2025-07-25,EMP1016,이상현,경기,경기2팀,IoT 패키지,18854,구매확정
TXN-2025145-5075,2025-05-25,EMP1034,박현우,대전,대전1팀,인터넷 결합,"""34,947""",개통완료
TXN-2025317-4703,2025-11-13,EMP1002,윤서연,서울,서울1팀,클라우드 서버,1697092,구매확정
TXN-2025139-7771,2025-05-19,EMP1025,오나연,부산,부산2팀,인터넷 결합,49270,구매확정
TXN-2025173-3542,2025-06-22,EMP1029,서준혁,대전,대전1팀,IPTV 프리미엄,"""16,824""",구매확정
TXN-2025020-7099,2025-01-20,EMP1025,오나연,부산,부산2팀,AI 비서 구독,11572,구매확정
TXN-2025135-2675,2025-05-15,EMP1034,박현우,대전,대전1팀,AI비서구독,15418,구매확정
TXN-2025093-4563,2025-04-03,EMP1038,정서연,광주,광주1팀,인터넷 결합,51131,구매확정
TXN-2026045-4173,2026-02-14,EMP1027,박미래,부산,부산2팀,5G 요금제,86040,구매확정
TXN-2025156-5963,2025-06-05,EMP1010,신태영,경기,경기1팀,5g 요금제,64776,개통완료
TXN-2025097-3837,2025-08-25,EMP1030,윤태영,대전,대전1팀,5G 요금제,57723,구매확정
TXN-2025357-3498,2025-12-23,EMP1025,오나연,부산,부산2팀,AI 비서 구독,19520,환불
TXN-2025294-7697,2025-10-21,EMP1001,김준혁,서울,서울1팀,클라우드서버,1152526,취소
TXN-2026061-2670,2026-03-02,EMP1038,정서연,광주,광주1팀,IOT 패키지,34796,검토완료
TXN-2025287-4463,2025-10-14,EMP1019,오현우,경기,경기2팀,5G 요금제,69447,구매확정
TXN-2026075-2696,2026-03-16,EMP1020,이서연,부산,부산1팀,5G 요금제,77400,검토완료
TXN-2026083-1036,2026-03-24,EMP1020,이서연,부산,부산1팀,IPTV 프리미엄,31460,구매확정
TXN-2025198-8425,2025-07-17,EMP1007,조유진,서울,서울3팀,IPTV 프리미엄,31493,구매확정
TXN-2025182-7385,2025-07-01,EMP1018,박하은,경기,경기2팀,IPTV 프리미엄,19996,검토완료
TXN-2026007-5386,2026-01-07,EMP1002,윤서연,서울,서울1팀,인터넷 결합,47736,검토완료
TXN-2025002-4762,2025-01-02,EMP1016,이상현,경기,경기2팀,iot 패키지,35767,환불
TXN-2025154-2160,2025-06-03,EMP1001,김준혁,서울,서울1팀,Cloud 서버,1094702,개통완료
TXN-2025024-6696,2025-01-24,EMP1032,이태영,대전,대전1팀,클라우드 서버,1637482,구매확정
TXN-2025152-7668,2025-06-01,EMP1007,조유진,서울,서울3팀,인터넷 결합,"""45,981""",환불
TXN-2025267-7553,2025-09-24,EMP1030,윤태영,대전,대전1팀,IoT 패키지,46793,검토완료
TXN-2025130-9466,2025-05-10,EMP1005,김성호,서울,서울2팀,클라우드 Server,716856,구매확정
TXN-2025240-1064,2025-08-28,EMP1005,김성호,서울,서울2팀,클라우드 서버,1804780,검토완료
